activity_type,company_name,full_name,job_title,email,phone,address,city,state,country,zip_code,industry,nature_of_business,engagement_level,company_size,company_revenue,last_activity,content_name,asset_description,booth_scan_notes,consent_statement_served,consent_response
Product View,Ember Technologies,Elizabeth Long,Security Consultant,elizabethl@embertechnol.net,(961) 650-7334,5654 Pine Ln,Los Angeles,CA,United States  ,90001,"Data Processing, Hosting, And Related Services","Data Processing, Hosting, And Related Services",High,Unavailable,$500M-$1B,2026-06-10 17:27:11,Zero Trust Architecture Deep Dive,,,Delegate consented to badge scan,Accepted
Content Download,Delta Analytics,Lisa Sanders,Product Security Lead,lisa@deltaanalyti.com,(876) 502-6021,7405 Lincoln Blvd,Boston,MA,United States  ,02101,Motor Vehicle Manufacturing,Motor Vehicle Manufacturing,High,501-1K,More Than $10B,2026-06-10 14:23:58,Threat Intelligence Briefing,,,Delegate consented to badge scan,Accepted
Content Download,Sterling Systems,William Sanders,Security Architect,william.sanders@sterlingsyst.net,(346) 822-8179,670 River Rd,Montreal,Quebec,Canada,H2X,Pharmaceutical And Medicine Manufacturing,Pharmaceutical And Medicine Manufacturing,Very Low,1K-5K,$500M-$1B,2026-06-10 14:35:33,XDR Platform Overview,,,Delegate consented to badge scan,Accepted
Content Download,Crest Analytics,Sara Jones,Chief Privacy Officer,sara@crestanalyti.io,(607) 521-5566,4189 Harbor Dr,Phoenix,AZ,United States  ,85001,"Data Processing, Hosting, And Related Services","Data Processing, Hosting, And Related Services",Very Low,501-1K,More Than $10B,2026-06-10 17:25:30,XDR Platform Overview,,,Delegate acknowledged event terms,Acknowledged
Content Download,Titan Systems,Ann Thomas,IT Manager,annt@titansystems.com,(376) 930-8292,1538 Hill Rd,Vancouver,British Columbia,Canada,V6B,Other Information Services,Other Information Services,Medium,101-500,Unavailable,2026-06-10 17:52:11,Zero Trust Architecture Deep Dive,,,Delegate acknowledged event terms,Acknowledged
Product View,Matrix Defense,Scott Lee,SOC Manager,scott.lee@matrixdefens.io,(569) 767-7044,7757 Spring St,Miami,FL,United States  ,33101,Oil And Gas Extraction,Oil And Gas Extraction,Low,101-500,$1M-$10M,2026-06-10 13:37:49,XDR Platform Overview,,,Delegate consented to badge scan,Accepted
Badge Scan,Iron Gate Tech,Jeremy Ortiz,Security Architect,jortiz@irongatetech.net,+71 755-3981,2214 Mission St,Tel Aviv,Tel Aviv,Israel,6100000,"Management, Scientific, And Technical Consulting Services","Management, Scientific, And Technical Consulting Services",Very High,1-100,$1M-$10M,2026-06-10 17:25:54,"Research, News, And Perspectives",,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Horizon Analytics,Nicole Perez,Cloud Security Engineer,nperez@horizonanaly.io,+81 410-9740,1630 Church St,Tokyo,Tokyo,Japan,100-0001,"Data Processing, Hosting, And Related Services","Data Processing, Hosting, And Related Services",Low,501-1K,$10M-$50M,2026-06-10 14:08:46,Not Applicable,,,Delegate acknowledged event terms,Acknowledged
Product View,Pinnacle Software,William Brown,Third Party Risk Manager,william@pinnaclesoft.co,(694) 450-7653,4973 Market St,Chicago,IL,United States  ,60601,Other Information Services,Other Information Services,Very Low,1-100,$10M-$50M,2026-06-10 16:00:09,XDR Platform Overview,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Polaris AI,Evelyn Reyes,Network Security Engineer,evelyn.reyes@polarisai.net,+41 347-8642,2107 Park Ave,Sydney,NSW,Australia,2000,Wired And Wireless Telecommunications Carriers,Wired And Wireless Telecommunications Carriers,High,1K-5K,$10M-$50M,2026-06-10 09:45:44,Defensive AI Security Panel,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Pylon Solutions,Justin Roberts,Email Security Analyst,justinr@pylonsolutio.net,+64 415-9148,479 Elm St,Tel Aviv,Tel Aviv,Israel,6100000,Software Publishers,Software Publishers,High,Unavailable,$50M-$100M,2026-06-10 11:54:59,Not Applicable,,,Delegate acknowledged event terms,Acknowledged
Content Download,Quantum Systems,Patrick Miller,IT Director,pmiller@quantumsyste.com,+34 844-6992,6706 Valley Dr,Berlin,Berlin,Germany,10115,Motor Vehicle Manufacturing,Motor Vehicle Manufacturing,Very Low,50K+,Less Than $1M,2026-06-10 11:32:36,Cloud Security Posture Management Demo,,,Delegate acknowledged event terms,Acknowledged
Content Download,Orion Networks,Teresa Torres,Third Party Risk Manager,teresat@orionnetwork.com,+48 913-6555,9239 Valley Dr,Sao Paulo,SP,Brazil,01310,"Architectural, Engineering, And Related Services","Architectural, Engineering, And Related Services",Low,1K-5K,Unavailable,2026-06-10 15:18:25,Container Security Workshop,,,Delegate acknowledged event terms,Acknowledged
Product View,Vertex Solutions,William Garcia,Threat Intelligence Analyst,william@vertexsoluti.io,(366) 602-5902,9827 Hill Rd,Portland,OR,United States  ,97201,"Electric Power Generation, Transmission And Distribution","Electric Power Generation, Transmission And Distribution",Very High,Unavailable,$100M-$500M,2026-06-10 16:38:42,Defensive AI Security Panel,,,Delegate acknowledged event terms,Acknowledged
Content Download,Drift Security,Jack Nelson,Deputy CISO,jnelson@driftsecurit.net,(938) 252-8871,2893 Church St,Atlanta,GA,United States  ,30301,Scientific Research And Development Services,Scientific Research And Development Services,Very High,50K+,$10M-$50M,2026-06-10 12:24:32,Defensive AI Security Panel,,,Delegate acknowledged event terms,Acknowledged
Badge Scan,Cipher Defense,Arthur Hughes,Red Team Lead,arthurh@cipherdefens.net,(953) 944-2020,2362 Church St,Los Angeles,CA,United States  ,90001,General Medical And Surgical Hospitals,General Medical And Surgical Hospitals,Low,10K-50K,More Than $10B,2026-06-10 17:33:57,XDR Platform Overview,,,Delegate acknowledged event terms,Acknowledged
Product View,Sapphire Systems,Benjamin Thompson,Compliance Analyst,benjamin@sapphiresyst.io,+72 405-4684,4976 Lake St,Mexico City,CDMX,Mexico,06600,"Architectural, Engineering, And Related Services","Architectural, Engineering, And Related Services",Low,Unavailable,$500M-$1B,2026-06-10 16:44:04,Cloud Security Posture Management Demo,,,Delegate acknowledged event terms,Acknowledged
Badge Scan,Nova Platforms,Ann Castillo,Malware Analyst,ann@novaplatform.org,+92 180-6674,7347 Park Ave,Berlin,Berlin,Germany,10115,Scientific Research And Development Services,Scientific Research And Development Services,High,1K-5K,$50M-$100M,2026-06-10 17:48:16,Zero Trust Architecture Deep Dive,,,Delegate acknowledged event terms,Acknowledged
Badge Scan,Nova Platforms,Ann Hughes,GRC Manager,ann.hughes@novaplatform.com,(302) 623-6411,7839 Harbor Dr,Portland,OR,United States  ,97201,Motor Vehicle Manufacturing,Motor Vehicle Manufacturing,Low,1-100,Unavailable,2026-06-10 10:52:30,XDR Platform Overview,,,Delegate consented to badge scan,Accepted
Product View,Ember Technologies,Joan Morris,Director of IT Security,joan.morris@embertechnol.com,(379) 627-3880,695 Forest Ave,Los Angeles,CA,United States  ,90001,Wired And Wireless Telecommunications Carriers,Wired And Wireless Telecommunications Carriers,High,501-1K,$100M-$500M,2026-06-10 08:40:55,Defensive AI Security Panel,,,Delegate acknowledged event terms,Acknowledged
Product View,Crest Analytics,Scott Reed,Product Security Lead,scottr@crestanalyti.co,(479) 397-2845,5517 Pine Ln,Denver,CO,United States  ,80201,Aerospace Product And Parts Manufacturing,Aerospace Product And Parts Manufacturing,High,5K-10K,$10M-$50M,2026-06-10 08:15:23,Cloud Security Posture Management Demo,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Drift Security,Emma Reed,Blue Team Lead,emma.reed@driftsecurit.co,(389) 343-8822,5401 Cedar Blvd,Los Angeles,CA,United States  ,90001,Motor Vehicle Manufacturing,Motor Vehicle Manufacturing,Very Low,5K-10K,$1B-$10B,2026-06-10 12:17:15,Threat Intelligence Briefing,,,Delegate acknowledged event terms,Acknowledged
Badge Scan,Prism Networks,Jonathan Nelson,GRC Manager,jnelson@prismnetwork.com,+52 802-9233,5195 Harbor Dr,Birmingham,England,United Kingdom Of Great Britain And Northern Ireland (The),B1,Pharmaceutical And Medicine Manufacturing,Pharmaceutical And Medicine Manufacturing,Medium,10K-50K,$50M-$100M,2026-06-10 11:59:20,"Research, News, And Perspectives",,,Delegate acknowledged event terms,Acknowledged
Product View,Sapphire Systems,Jeremy Martin,Product Security Lead,jeremym@sapphiresyst.com,(740) 920-6927,1379 Washington Ave,Calgary,Alberta,Canada,T2P,Activities Related To Credit Intermediation,Activities Related To Credit Intermediation,Very Low,1-100,Unavailable,2026-06-10 17:12:07,AI-Powered SOC Walkthrough,,,Delegate acknowledged event terms,Acknowledged
Product View,Sentinel Corp,Arthur Morgan,SOC Manager,arthurm@sentinelcorp.com,(256) 664-3161,8509 Mission St,Dallas,TX,United States  ,75201,Oil And Gas Extraction,Oil And Gas Extraction,High,1-100,Unavailable,2026-06-10 16:25:02,Zero Trust Architecture Deep Dive,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Titan Systems,Jennifer Gomez,VP of Security,jennifer.gomez@titansystems.net,(270) 683-1519,4803 Mission St,New York,NY,United States  ,10001,Scientific Research And Development Services,Scientific Research And Development Services,Low,501-1K,$1B-$10B,2026-06-10 14:49:00,XDR Platform Overview,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Nebula Cloud,Zachary Carter,Penetration Tester,zcarter@nebulacloud.net,(203) 974-1372,4988 Market St,Boston,MA,United States  ,02101,"Data Processing, Hosting, And Related Services","Data Processing, Hosting, And Related Services",Very High,50K+,Unavailable,2026-06-10 14:54:16,AI-Powered SOC Walkthrough,,,Delegate consented to badge scan,Accepted
Product View,Sterling Systems,Amy Collins,VP of Security,acollins@sterlingsyst.co,(268) 303-1550,7414 Lincoln Blvd,Phoenix,AZ,United States  ,85001,Other Information Services,Other Information Services,Very Low,1K-5K,Less Than $1M,2026-06-10 15:19:22,Threat Intelligence Briefing,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Polaris AI,Cynthia Cooper,IAM Specialist,cynthia@polarisai.co,(442) 509-3347,8640 Cedar Blvd,Austin,TX,United States  ,78701,Oil And Gas Extraction,Oil And Gas Extraction,High,5K-10K,$100M-$500M,2026-06-10 09:06:34,Container Security Workshop,,,Delegate acknowledged event terms,Acknowledged
Content Download,Drift Security,Brian Watson,Forensics Analyst,bwatson@driftsecurit.org,+39 485-4012,8913 Broadway,Seoul,Seoul,South Korea,04524,Insurance Carriers,Insurance Carriers,Low,1K-5K,$100M-$500M,2026-06-10 10:37:40,Threat Intelligence Briefing,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Iron Gate Tech,Joseph Bailey,Compliance Analyst,joseph@irongatetech.com,+12 648-4120,944 Park Ave,Tel Aviv,Tel Aviv,Israel,6100000,"Accounting, Tax Preparation, Bookkeeping, And Payroll Services","Accounting, Tax Preparation, Bookkeeping, And Payroll Services",High,1-100,$1M-$10M,2026-06-10 11:25:31,Not Applicable,,,Delegate consented to badge scan,Accepted
Product View,Aegis Solutions,Ann Ramirez,DevSecOps Engineer,aramirez@aegissolutio.com,(606) 445-6269,4737 Forest Ave,Washington,DC,United States  ,20001,Aerospace Product And Parts Manufacturing,Aerospace Product And Parts Manufacturing,High,10K-50K,$100M-$500M,2026-06-10 12:45:41,Cloud Security Posture Management Demo,,,Delegate consented to badge scan,Accepted
Content Download,Sapphire Systems,Cheryl Murphy,Incident Response Lead,cmurphy@sapphiresyst.net,(959) 349-1265,4372 Spring St,Denver,CO,United States  ,80201,Wired And Wireless Telecommunications Carriers,Wired And Wireless Telecommunications Carriers,Very High,50K+,$100M-$500M,2026-06-10 10:46:28,AI-Powered SOC Walkthrough,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Nebula Cloud,Gregory Robinson,Compliance Analyst,gregory@nebulacloud.net,(373) 343-9954,8100 Pine Ln,Mesa,AZ,United States  ,85201,"Electric Power Generation, Transmission And Distribution","Electric Power Generation, Transmission And Distribution",Very High,1-100,Unavailable,2026-06-10 08:36:56,Hacking The AI Stack: Live Red Team Demo,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Nexus Technologies,Richard Ross,Threat Intelligence Analyst,richard@nexustechnol.co,+8 732-8916,8093 Main St,Tel Aviv,Tel Aviv,Israel,6100000,"Securities, Commodity Contracts, And Other Financial Investments","Securities, Commodity Contracts, And Other Financial Investments",Very Low,50K+,Less Than $1M,2026-06-10 08:18:16,Container Security Workshop,,,Delegate consented to badge scan,Accepted
Content Download,Forge Digital,Stephen Morgan,Vulnerability Management Engineer,stephen@forgedigital.io,(562) 473-7502,1394 Valley Dr,San Francisco,CA,United States  ,94102,Software Publishers,Software Publishers,High,Unavailable,$50M-$100M,2026-06-10 12:06:41,Zero Trust Architecture Deep Dive,,,Delegate consented to badge scan,Accepted
Badge Scan,Ember Technologies,Charles Wood,Forensics Analyst,cwood@embertechnol.net,(284) 711-8109,5527 Washington Ave,Chicago,IL,United States  ,60601,"Accounting, Tax Preparation, Bookkeeping, And Payroll Services","Accounting, Tax Preparation, Bookkeeping, And Payroll Services",Very Low,1-100,$50M-$100M,2026-06-10 11:50:55,Not Applicable,,,Delegate acknowledged event terms,Acknowledged
Product View,Vertex Solutions,Joan Wright,Penetration Tester,jwright@vertexsoluti.com,(970) 929-7525,1360 Lake St,Seattle,WA,United States  ,98101,"Architectural, Engineering, And Related Services","Architectural, Engineering, And Related Services",Low,1K-5K,$1B-$10B,2026-06-10 17:50:26,Cloud Security Posture Management Demo,,,Delegate consented to badge scan,Accepted
Badge Scan,Evergreen IT,Jerry Long,Director of IT Security,jerry@evergreenit.io,(819) 987-7499,5447 Main St,Portland,OR,United States  ,97201,Oil And Gas Extraction,Oil And Gas Extraction,Medium,Unavailable,More Than $10B,2026-06-10 12:09:11,Cloud Security Posture Management Demo,,,Delegate acknowledged event terms,Acknowledged
Content Download,Delta Analytics,Teresa Carter,GRC Manager,teresac@deltaanalyti.io,(928) 849-3527,6483 Hill Rd,Miami,FL,United States  ,33101,Depository Credit Intermediation,Depository Credit Intermediation,Medium,101-500,$1M-$10M,2026-06-10 08:05:40,Zero Trust Architecture Deep Dive,,,Delegate acknowledged event terms,Acknowledged
Badge Scan,Peak Solutions,Victoria Campbell,Penetration Tester,victoriac@peaksolution.co,+14 126-2468,5898 Spring St,London,England,United Kingdom Of Great Britain And Northern Ireland (The),EC1,"Management, Scientific, And Technical Consulting Services","Management, Scientific, And Technical Consulting Services",Very Low,10K-50K,$1B-$10B,2026-06-10 08:13:28,Zero Trust Architecture Deep Dive,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Slate Digital,Julie Roberts,Forensics Analyst,julie@slatedigital.org,(704) 349-2036,2839 Mission St,Boston,MA,United States  ,02101,Scientific Research And Development Services,Scientific Research And Development Services,Medium,50K+,$100M-$500M,2026-06-10 16:48:54,Hacking The AI Stack: Live Red Team Demo,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Cobalt Security,Raymond Allen,SOC Analyst,raymonda@cobaltsecuri.org,+43 550-6484,7155 Lincoln Blvd,Melbourne,VIC,Australia,3000,General Medical And Surgical Hospitals,General Medical And Surgical Hospitals,Low,5K-10K,$500M-$1B,2026-06-10 11:39:23,Threat Intelligence Briefing,,,Delegate consented to badge scan,Accepted
Product View,Redline Software,Benjamin Thompson,VP Engineering,benjamin.thompson@redlinesoftw.net,+73 304-9939,3047 Spring St,Tokyo,Tokyo,Japan,100-0001,"Electric Power Generation, Transmission And Distribution","Electric Power Generation, Transmission And Distribution",Very Low,Unavailable,$50M-$100M,2026-06-10 15:58:54,Zero Trust Architecture Deep Dive,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Drift Security,Sarah Evans,Compliance Analyst,sarahe@driftsecurit.com,+77 590-7566,8855 Church St,Melbourne,VIC,Australia,3000,Aerospace Product And Parts Manufacturing,Aerospace Product And Parts Manufacturing,High,1-100,$500M-$1B,2026-06-10 17:46:26,Not Applicable,,,Delegate consented to badge scan,Accepted
Product View,Slate Digital,Lisa Wilson,Email Security Analyst,lisa.wilson@slatedigital.net,(300) 464-4637,8466 Church St,Toronto,Ontario,Canada,M5A,Software Publishers,Software Publishers,Very High,1K-5K,More Than $10B,2026-06-10 14:48:38,XDR Platform Overview,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Drift Security,Noah Foster,Cloud Architect,noah.foster@driftsecurit.com,+94 245-6707,5210 Hill Rd,Birmingham,England,United Kingdom Of Great Britain And Northern Ireland (The),B1,"Data Processing, Hosting, And Related Services","Data Processing, Hosting, And Related Services",High,1K-5K,Unavailable,2026-06-10 16:47:29,Cloud Security Posture Management Demo,,,Delegate consented to badge scan,Accepted
Product View,Keystone Digital,Joan Gonzalez,VP of Security,jgonzalez@keystonedigi.com,+95 349-9454,2958 Spring St,Dubai,Dubai,United Arab Emirates,00000,Depository Credit Intermediation,Depository Credit Intermediation,Low,10K-50K,Unavailable,2026-06-10 15:45:42,Threat Intelligence Briefing,,,Delegate acknowledged event terms,Acknowledged
